text,label
"Las herramientas de análisis estático aseguran el cumplimiento de estilos.",1
"¿alguien sabe por qué no me descarga el npm install?",0
"Los gestores de paquetes resuelven y descargan las librerías del proyecto.",1
"me mola mazo el modo oscuro de este editor",0
"La interfaz de usuario personalizable mejora la comodidad del programador.",1
"vaya tela con el servidor, va a pedales",0
"El rendimiento del hardware impacta directamente en la velocidad de respuesta.",1
"mañana te paso el diseño en figma, que le faltan retoques",0
"Las herramientas de prototipado facilitan la visualización del producto final.",1
"Oye, al final lo de mañana se cancela, me ha surgido un imprevisto familiar.",0
"El usuario debe autenticarse en el sistema antes de acceder a los datos sensibles.",1
"la verda es q no se ni para q me molesto en escribirte si no me lees",0
"La optimización de procesos industriales mediante algoritmos reduce costes operativos.",1
"¿Sabes si el bus pasa cada 10 o cada 15 minutos? Estoy aquí esperando mil años",0
"Se ha procedido a la actualización del firmware para mejorar la estabilidad.",1
"me parece una pasada lo que ha subido el pan, antes valía la mitad",0
"La inteligencia artificial es una disciplina que emula capacidades cognitivas humanas.",1
"venga pues nada, ya hablamos cuando tengas un hueco y me cuentas",0
"El protocolo de seguridad garantiza la integridad y confidencialidad de la red.",1
"Joer, qué sueño tengo, anoche me dieron las tres viendo una serie",0
"La arquitectura de microservicios permite el despliegue independiente de funciones.",1
"ni de coña voy yo a ese sitio, me han dicho que la comida es malísima",0
"Se requiere una validación exhaustiva de los parámetros de entrada del sistema.",1
"mañana te paso el dinero por bizum sin falta, que hoy no tengo el móvil",0
"La transformación digital impulsa la eficiencia en los sectores de servicios.",1
"¿Te hace una caña al salir del curro? Que hoy ha sido un día intenso",0
"El análisis de grandes volúmenes de datos permite identificar tendencias de mercado.",1
"estoy flipando con el video q me has pasao, es increible de verdad",0
"La realidad aumentada superpone información digital sobre el entorno físico real.",1
"vaya tela con el examen, no me sabía ni la primera pregunta",0
"Se ha detectado una anomalía en el patrón de comportamiento de la cuenta.",1
"hola, ¿hay alguien ahí? llevo esperando un rato y no me contestan",0
"La computación en la nube ofrece recursos escalables bajo demanda del usuario.",1
"me voy a echar la siesta un rato que no puedo con mi alma hoy",0
"El aprendizaje por refuerzo busca maximizar una recompensa a largo plazo.",1
"oye, dile a tu hermano que me devuelva el libro cuando pueda porfa",0
"La ciberseguridad es una prioridad estratégica para las organizaciones modernas.",1
"no veas como mola el coche nuevo de juan, es una pasada",0
"Se ha completado la migración de los activos digitales al nuevo servidor.",1
"¿A qué hora cierra el súper hoy? Que necesito pillar cuatro cosas",0
"La normalización de bases de datos previene la redundancia de la información.",1
"pfff, qué pereza me da ponerme a limpiar con el calor que hace",0
"El procesamiento de lenguaje natural facilita la interacción hombre-máquina.",1
"ola k ase, te vienes luego al parque o que",0
"La gestión de identidades y accesos es fundamental en entornos corporativos.",1
"vaya chufa de película, me esperaba algo mucho mejor la verdad",0
"El desarrollo ágil permite adaptarse rápidamente a los cambios del proyecto.",1
"me mola mazo tu chaqueta, ¿dónde te la has pillado?",0
"La latencia de red es un factor crítico para el rendimiento de las aplicaciones.",1
"no te ralles, si te ha dicho que no es que no, ya está",0
"Se recomienda el uso de contraseñas robustas para proteger la cuenta personal.",1
"mañana te veo en la plaza mayor a las ocho sin falta eh",0
"La inteligencia de negocios transforma los datos brutos en información útil.",1
"me he puesto hasta arriba de comer en casa de mi abuela, qué rico",0
"El balanceo de carga distribuye las peticiones entre varios nodos activos.",1
"hostia que se me ha olvidado llamar a mi madre, ahora mismo le escribo",0
"La realidad virtual sumerge al usuario en un entorno completamente artificial.",1
"bueno pues nada, ya si eso nos vemos el finde y hablamos",0
"El aprendizaje supervisado utiliza ejemplos etiquetados para entrenar el modelo.",1
"vaya frío que hace hoy en la calle, no hay quien pare",0
"La tecnología blockchain asegura la inmutabilidad de los registros de datos.",1
"¿sabes si hay pan de molde en el chino de la esquina?",0
"El análisis predictivo ayuda a las empresas a tomar decisiones estratégicas.",1
"me piro ya que si no no llego al tren ni de broma",0
"La virtualización permite ejecutar varios sistemas en un solo hardware físico.",1
"¿q haces? yo aquí aburrido viendo la tele un rato",0
"El cifrado de extremo a extremo protege la comunicación entre dos usuarios.",1
"oye, pásame el número de marcos que lo he perdido sin querer",0
"La minería de datos extrae patrones de grandes conjuntos de información.",1
"vaya golazo ha metido el betis, ha sido espectacular",0
"La arquitectura sin servidor abstrae la gestión de la infraestructura subyacente.",1
"mañana voy al centro a ver si pillo unas zapatillas baratas",0
"El protocolo de control de transmisión asegura la entrega de los paquetes.",1
"estoy hasta las narices de que siempre me pase lo mismo",0
"La biometría facial es un sistema avanzado de reconocimiento de identidad.",1
"¿te apuntas a un kebab rápido y nos vamos a casa?",0
"El procesamiento por lotes gestiona tareas que no requieren respuesta inmediata.",1
"me e dejado la mochila en el bus, vaya desastre soy",0
"La segmentación de red mejora la seguridad interna de la organización.",1
"venga un beso, ya hablamos luego por whatsapp",0
"El diseño responsivo ajusta el contenido al tamaño de la pantalla del móvil.",1
"no veas qué cola había hoy en el banco, he tardado una hora",0
"La computación en el borde procesa los datos cerca de donde se generan.",1
"¿me puedes hacer un favor y pasarme los apuntes de ayer?",0
"El ciclo de vida del software incluye fases de diseño, desarrollo y pruebas.",1
"me voy a sobar ya que mañana tengo que madrugar muchísimo",0
"La autenticación multifactor añade capas de seguridad al acceso del usuario.",1
"¿qué tal te fue el viaje a barcelona? ¿te gustó?",0
"El aprendizaje profundo utiliza redes neuronales con múltiples capas ocultas.",1
"vaya tela con la que está cayendo de agua, no se puede salir",0
"La gestión de dependencias asegura que las librerías sean compatibles.",1
"nos vemos en la puerta de la discoteca a las doce",0
"El reconocimiento de patrones es una técnica básica de la visión artificial.",1
"me mola mucho el rollo que lleva ese grupo de música",0
"La escalabilidad vertical consiste en aumentar la capacidad de un servidor.",1
"oye, ¿as visto mis gafas por ahí? no las encuentro",0
"El procesamiento asíncrono permite realizar tareas en segundo plano.",1
"vaya chollazo he encontrado en el mercado esta mañana",0
"Se ha configurado una red privada virtual para el acceso de los empleados.",1
"mañana te cuento lo que pasó ayer, que es muy fuerte",0
"El internet de las cosas conecta objetos físicos a la red global.",1
"estoy flipando con el mensaje que me ha mandado sara",0
"La ingeniería de requisitos define las necesidades del cliente para el software.",1
"venga chao, ya nos vemos otro día con más calma",0
"El ajuste de parámetros es necesario para optimizar el rendimiento de la IA.",1
"me parece q me voy a quedar en casa hoy, no me apetece salir",0
"La integridad de los datos garantiza que la información sea exacta y fiable.",1
"¿te hace una pizza para cenar viendo una peli?",0
"El desarrollo de interfaces intuitivas mejora la satisfacción del usuario.",1
"la verdá es q no me dio tiempo a llamarte, perdona",0
"El sistema ha verificado su identidad mediante el protocolo de seguridad.",1
"le vi ayer en el centro pero no me saludó el tío",0
"La integración de la API se ha completado sin errores de sintaxis.",1
"te forwardeo el mail de javi para que le eches un ojo",0
"Se requiere una confirmación de lectura para proceder con el envío.",1
"mañana voy a la universidá a matricularme de lo nuevo",0
"La arquitectura del servidor permite una gestión eficiente de la memoria.",1
"oye as visto el archivo q te attachado x el grupo ?",0
"El procesamiento de datos masivos requiere una infraestructura escalable.",1
"estoy en un meeting , te llamo en cuanto pueda vale ?",0
"La inteligencia artificial generativa utiliza modelos de lenguaje extensos.",1
"vaya tela con el servicio técnico , no me dan ninguna oportunidá",0
"Se ha detectado una vulnerabilidad crítica en el sistema operativo.",1
"me mola el feedback que me han dado de mi último proyecto",0
"La optimización de consultas SQL reduce significativamente la latencia.",1
"¿ nos vemos en madriz el finde o qué haces ?",0
"El entrenamiento del modelo ha finalizado tras alcanzar el umbral de pérdida.",1
"ni de coña vuelvo yo a ese restaurante , vaya chufa",0
"La interfaz de usuario ha sido rediseñada para mejorar la usabilidad.",1
"mañana te paso el bizum , q hoy voy fatal de pasta",0
"El cifrado de clave pública asegura la confidencialidad de los mensajes.",1
"estoy flipando con lo q ha dicho raquel , es muy fuerte",0
"La realidad mixta combina elementos digitales con el entorno físico.",1
"¿ te apuntas a un tardeo por el centro mañana ?",0
"Se recomienda el uso de entornos virtuales para gestionar dependencias.",1
"joer q calor hace en esta oficina , no se puede currar",0
"La segmentación de red previene el acceso no autorizado a los nodos.",1
"oye dile a tu hermano q me devuelva la play ya d una vez",0
"El algoritmo de aprendizaje por refuerzo maximiza la recompensa acumulada.",1
"vaya golazo ha metido el madrid , ha sido de locos",0
"La arquitectura de microservicios facilita el despliegue de software.",1
"me voy al sobre ya q mañana tengo q madrugar mazo",0
"El protocolo HTTPS garantiza una conexión segura entre cliente y servidor.",1
"¿ sabes si el mercadona abre hoy q es festivo ?",0
"La normalización de la base de datos evita la redundancia de datos.",1
"me e dejao las llaves puestas , si es q soy un lince",0
"La minería de datos permite extraer patrones de grandes conjuntos de datos.",1
"venga un beso hablamos mañana q hoy estoy cansao",0
"La inteligencia de negocios ayuda a tomar decisiones basadas en datos.",1
"pfff q pereza me da ponerme a limpiar ahora de verdá",0
"El procesamiento de lenguaje natural incluye el análisis de sentimientos.",1
"ola q haces ? te vienes luego al parque o q",0
"La gestión de accesos y permisos es vital en entornos corporativos.",1
"me mola mazo tu móvil nuevo , donde lo has pillao ?",0
"La latencia de red impacta directamente en la experiencia de usuario.",1
"no te ralles q eso no tiene importancia ninguna",0
"Se ha configurado una red privada virtual para el acceso remoto.",1
"mañana te veo en la puerta del sol a las ocho sin falta",0
"La transformación digital impulsa la eficiencia en todos los sectores.",1
"me he puesto ciego a comer croquetas en casa de mi tía",0
"El balanceo de carga distribuye el tráfico entre varios servidores activos.",1
"hostia q se me ha olvidao llamarte , perdona tío",0
"La realidad aumentada superpone datos digitales al mundo real.",1
"bueno pos nada ya hablamos mañana si eso vale ?",0
"El aprendizaje supervisado utiliza datos etiquetados para el entrenamiento.",1
"vaya frio q hace hoy en madriz , estoy helao",0
"La cadena de bloques es una base de datos distribuida y segura.",1
"¿ sabes si hay pan de molde en el chino de abajo ?",0
"El análisis predictivo utiliza datos históricos para anticipar resultados.",1
"me piro ya q si no no llego al bus ni de coña",0
"La virtualización permite ejecutar múltiples sistemas en un solo hardware.",1
"¿ q haces ? yo aqui tirao en el sofa viendo la tele",0
"El cifrado de extremo a extremo protege la privacidad de los usuarios.",1
"vaya pedazo de gol ha metido el atleti ayer , flipe",0
"La arquitectura sin servidor abstrae la gestión de la infraestructura.",1
"mañana voy al centro a ver si pillo unas zapas",0
"El protocolo TCP asegura la entrega ordenada de los paquetes de datos.",1
"estoy hasta arriba de curro , no me da la vida hoy",0
"La biometría facial es un método avanzado de reconocimiento de identidad.",1
"¿ te hace una pizza para cenar viendo el fútbol ?",0
"El procesamiento por lotes gestiona tareas que no son en tiempo real.",1
"me e dejao la mochila en el metro , soy un desastre",0
"La segmentación de red mejora la seguridad al aislar los entornos.",1
"venga chao ya hablamos mañana por el grupo",0
"El diseño responsivo adapta la web a cualquier tamaño de pantalla.",1
"no veas q cola habia hoy en el banco , increible",0
"La computación en la niebla acerca el procesamiento al usuario final.",1
"¿ me haces un favor y me pasas los apuntes ?",0
"El ciclo de vida del software incluye el diseño y la implementación.",1
"me voy a sobar ya q estoy muerto de sueño",0
"La autenticación de doble factor protege las cuentas de accesos ilegales.",1
"¿ que tal te fue el viaje a valencia ? te gusto ?",0
"El aprendizaje profundo utiliza redes neuronales de múltiples capas.",1
"vaya tela con la q esta cayendo de agua fuera",0
"La gestión de paquetes facilita la instalación de nuevas librerías.",1
"nos vemos en la puerta del cine a las nueve",0
"El reconocimiento de patrones es esencial para la visión artificial.",1
"me mola mucho el rollo que llevas , es muy guay",0
"La escalabilidad vertical aumenta los recursos de un único nodo.",1
"oye as visto mi cargador ? no lo veo x ningun lao",0
"El procesamiento asíncrono permite realizar tareas en segundo plano.",1
"vaya chollazo he pillado hoy en las rebajas del centro",0
"Se ha configurado una política de seguridad para el acceso remoto.",1
"mañana te cuento lo q paso ayer q es muy fuerte",0
"El internet de las cosas conecta dispositivos físicos a internet.",1
"estoy flipando con el mensaje q me ha mandado mi ex",0
"La ingeniería de requisitos define las necesidades de los usuarios.",1
"venga chao ya nos vemos otro dia con calma",0
"El ajuste de parámetros es clave para optimizar la red neuronal.",1
"El sol se ocultaba tras las colinas de arcilla, tiñendo el cielo de un rojo violáceo.",0
"La arquitectura de red neuronal profunda permite el procesamiento de datos no estructurados.",1
"Los tipos de interés bajaron un cuarto de punto, aliviando la presión sobre las hipotecas.",0
"El protocolo de enlace de tres vías establece una sesión de comunicación fiable entre nodos.",1
"Caminó por la Gran Vía madrileña, esquivando el gentío y el ruido ensordecedor de los claxon.",0
"La normalización de la base de datos elimina la redundancia y mejora la integridad referencial.",1
"El Gobierno anunció ayer nuevas medidas para incentivar el consumo en el pequeño comercio.",0
"Para optimizar la respuesta, se ha aplicado un algoritmo de búsqueda heurística avanzada.",1
"Aquella tarde, el olor a lluvia y café recién hecho inundaba el pequeño salón de la casa.",0
"La segmentación de red previene el movimiento lateral de amenazas dentro del entorno corporativo.",1
"La selección nacional de fútbol consiguió una victoria épica en los últimos minutos del encuentro.",0
"El entrenamiento del modelo se detiene cuando la pérdida de validación deja de disminuir.",1
"A pesar de los avisos, la expedición decidió cruzar el paso de montaña antes del amanecer.",0
"La infraestructura como código facilita la gestión automatizada de entornos de servidor.",1
"El precio del barril de crudo Brent cayó por debajo de los ochenta dólares esta mañana.",0
"El procesamiento de lenguaje natural incluye tareas de análisis semántico y pragmático.",1
"El joven autor presentó su última novela frente a una audiencia expectante y crítica.",0
"Se ha detectado una vulnerabilidad crítica de desbordamiento de búfer en el kernel.",1
"Un grupo de arqueólogos ha descubierto restos de una villa romana a las afueras de Segovia.",0
"El aprendizaje por refuerzo busca maximizar una función de recompensa acumulada en el tiempo.",1
"La nueva ley de educación entrará en vigor el próximo curso escolar, según fuentes oficiales.",0
"La latencia de escritura en disco ha superado el umbral de seguridad establecido previamente.",1
"En aquel rincón olvidado de la biblioteca, los libros acumulaban el polvo de décadas de olvido.",0
"La autenticación multifactor es un requisito indispensable para el acceso a sistemas críticos.",1
"La bolsa de Madrid cerró la jornada con una leve subida impulsada por el sector energético.",0
"El balanceador de carga distribuye el tráfico entrante entre múltiples instancias de servidor.",1
"Los vecinos de la localidad se manifestaron pacíficamente para pedir mejoras en el transporte.",0
"La computación cuántica utiliza cúbits para superar las limitaciones de la computación clásica.",1
"Bajo la luz de la luna, el bosque cobraba una apariencia fantasmagórica y misteriosa.",0
"El despliegue de microservicios permite una escalabilidad independiente de cada componente.",1
"El informe de la ONU advierte sobre las consecuencias irreversibles del cambio climático.",0
"Se ha configurado una red privada virtual para garantizar la seguridad del acceso remoto.",1
"A través de la ventana, se divisaba el puerto y el ir y venir incesante de los barcos.",0
"La ingeniería de requisitos es una fase fundamental para asegurar el éxito del proyecto.",1
"El museo inauguró una exposición dedicada a los grandes maestros del impresionismo francés.",0
"La minería de procesos identifica cuellos de botella en los flujos operativos de la empresa.",1
"Aquel café de la esquina era el refugio preferido de los poetas y soñadores de la ciudad.",0
"El protocolo TLS asegura la privacidad de la comunicación entre el cliente y el servidor.",1
"La inflación interanual se sitúa en el cuatro por ciento, la cifra más baja en seis meses.",0
"La virtualización de servidores optimiza el uso de los recursos de hardware disponibles.",1
"Apretó el paso mientras las primeras gotas de tormenta empezaban a mojar el pavimento.",0
"La inteligencia de negocios permite transformar datos brutos en decisiones estratégicas.",1
"El mercado inmobiliario muestra signos de estabilización tras años de subidas ininterrumpidas.",0
"El cifrado de extremo a extremo protege la privacidad de los mensajes de los usuarios.",1
"El murmullo del río era la única compañía en aquella soledad inmensa de la montaña.",0
"Se ha implementado una política de retención de datos según la normativa vigente.",1
"El festival de cine atrajo a miles de visitantes internacionales a la ciudad costera.",0
"La escalabilidad horizontal permite añadir más nodos al clúster de procesamiento.",1
"No recordaba el rostro de su abuelo, pero sí el sonido de su risa vibrante.",0
"El procesamiento asíncrono mejora la capacidad de respuesta de las aplicaciones web.",1
"Las exportaciones de calzado español han crecido un diez por ciento en el último semestre.",0
"La arquitectura sin servidor abstrae la gestión de la infraestructura física subyacente.",1
"Un silencio sepulcral se apoderó de la sala cuando el juez pronunció su veredicto.",0
"El análisis predictivo utiliza modelos estadísticos para anticipar tendencias de mercado.",1
"La sequía prolongada ha puesto en jaque la producción agrícola de la región este año.",0
"La biometría facial es un método avanzado para el control de identidad de los usuarios.",1
"Ella siempre llevaba un libro en el bolso, por si la vida le daba un momento de espera.",0
"La cadena de bloques es una estructura de datos inmutable y distribuida globalmente.",1
"El sector turístico espera una ocupación récord durante este próximo puente festivo.",0
"El protocolo TCP garantiza que los paquetes de datos lleguen en el orden correcto.",1
"El viejo reloj de pared marcaba las horas con un tic-tac pesado y melancólico.",0
"La gestión de dependencias previene conflictos entre diferentes versiones de librerías.",1
"Las ventas de vehículos eléctricos se han duplicado en España durante el último año.",0
"La memoria caché mejora el rendimiento al reducir el tiempo de acceso a los datos.",1
"Sentía que el tiempo se detenía mientras observaba el vuelo pausado de las gaviotas.",0
"El entrenamiento de redes neuronales profundas requiere una gran potencia de procesamiento.",1
"La nueva política fiscal busca reducir el déficit público de cara al próximo ejercicio.",0
"La interfaz de programación de aplicaciones define los métodos de interacción permitidos.",1
"El viento soplaba con fuerza, haciendo crujir las vigas de madera de la vieja cabaña.",0
"La virtualización de red optimiza el uso de los recursos de conectividad disponibles.",1
"El ayuntamiento rehabilitará el casco histórico para fomentar el turismo cultural.",0
"La integridad de la base de datos se mantiene mediante restricciones de clave externa.",1
"Aquel aroma a jazmín le devolvió de golpe los veranos de su infancia en el pueblo.",0
"El despliegue continuo permite integrar cambios en el código de forma automatizada.",1
"La producción de energía renovable alcanzó un nuevo máximo histórico el mes pasado.",0
"El balanceo de carga global redirige el tráfico al centro de datos más eficiente.",1
"Escribió su nombre en la arena, sabiendo que la marea no tardaría en borrarlo.",0
"La transformación digital es un proceso estratégico para la supervivencia empresarial.",1
"El teatro estaba lleno hasta la bandera para el estreno de la obra más esperada.",0
"El reconocimiento de voz utiliza modelos acústicos y de lenguaje para la transcripción.",1
"Los precios de la energía han bajado gracias a la mayor aportación de la eólica.",0
"La arquitectura de microservicios facilita la actualización individual de componentes.",1
"Cruzó el puente con la mirada fija en las luces que se reflejaban en el agua turbia.",0
"El aprendizaje supervisado minimiza el error cuadrático medio durante el entrenamiento.",1
"El nuevo plan de urbanismo contempla la creación de más zonas verdes en el centro.",0
"La ingeniería de software moderna enfatiza el uso de metodologías ágiles de trabajo.",1
"Su voz era apenas un susurro que se perdía en el estruendo de la tormenta.",0
"La segmentación de memoria protege el espacio de direcciones de cada proceso activo.",1
"La cumbre internacional terminó sin un acuerdo claro sobre las cuotas de emisión.",0
"El protocolo MQTT es eficiente para la comunicación en dispositivos de bajo consumo.",1
"Se sentó en el banco del parque a ver pasar la vida sin ninguna prisa.",0
"La minería de datos extrae conocimiento valioso a partir de grandes conjuntos de datos.",1
"El precio de la vivienda de alquiler sigue subiendo en las grandes ciudades.",0
"El cifrado asimétrico utiliza un par de claves para asegurar la comunicación.",1
"El cielo se despejó de repente, dejando paso a una tarde luminosa y cálida.",0
"La orquestación de contenedores gestiona el ciclo de vida de las aplicaciones.",1
"El estudio revela que los españoles leemos cada vez más en formato digital.",0
"La inteligencia artificial explicable proporciona razones sobre sus decisiones.",1
"Un destello de luz atravesó las cortinas, anunciando la llegada de un nuevo día.",0
"El análisis de sentimientos determina la polaridad emocional de un texto dado.",1
"El estudio pormenorizado de las muestras no revela indicios de contaminación fúngica.",0
"ERROR [2026-02-10 21:04] Internal Server Error: NullPointerException at line 45.",1
"A tenor de lo dispuesto en el artículo octavo, se procede a la firma del contrato.",0
"La recursión de cola permite optimizar el uso de la pila en lenguajes funcionales.",1
"Estimados colegas, os adjunto el borrador del proyecto para que le echéis un ojo.",0
"Se ha disparado un evento de desbordamiento de memoria en el proceso PID 4509.",1
"El análisis de la varianza indica que los resultados no son estadísticamente significativos.",0
"La clase abstracta define la interfaz pero no implementa los métodos virtuales.",1
"Sinceramente, considero que la propuesta carece de un enfoque viable a largo plazo.",0
"El token de autenticación JWT ha expirado y debe ser renovado mediante un refresh.",1
"La lluvia persistente dificultó las labores de rescate durante toda la madrugada.",0
"La normalización por lotes (batch normalization) estabiliza el aprendizaje profundo.",1
"Querido diario, hoy ha sido uno de esos días en los que todo sale al revés.",0
"Se ha detectado un conflicto de versiones entre la librería estática y el binario.",1
"El IPC subió un 0,2% en enero, impulsado principalmente por el precio de la luz.",0
"El balanceo de carga de capa 4 se basa en la dirección IP y el puerto TCP/UDP.",1
"No me puedo creer que hayamos perdido el tren por solo un minuto de retraso.",0
"La optimización estocástica busca el mínimo global de la función de coste.",1
"El autor utiliza la metáfora del mar para representar la soledad del protagonista.",0
"Iniciando volcado de memoria (heap dump) para el análisis de fugas de recursos.",1
"Vaya tela, me han cobrado dos veces el recibo del seguro, mañana llamo sin falta.",0
"La arquitectura de registros de la CPU determina el tamaño de la palabra de datos.",1
"El equipo de arqueología halló restos de cerámica íbera en la ladera del monte.",0
"El middleware de autenticación intercepta las peticiones antes de llegar al controlador.",1
"Buenas tardes, le escribo para solicitar una prórroga en el plazo de entrega.",0
"La latencia de acceso a la memoria caché L1 es de unos pocos ciclos de reloj.",1
"Me da a mí que este año tampoco nos toca la lotería de Navidad, qué mala suerte.",0
"La deserialización de objetos JSON requiere un esquema de validación definido.",1
"El informe pericial concluye que el incendio fue provocado por un fallo eléctrico.",0
"Se ha alcanzado el límite de cuota para la API de geolocalización de Google.",1
"vaya tute me he pegado hoy limpiando el trastero, estoy molido.",0
"La persistencia de datos se garantiza mediante un sistema de archivos transaccional.",1
"Es imperativo que tomemos medidas drásticas para frenar el declive del sector.",0
"El recolector de basura (garbage collector) ha liberado 450MB de memoria heap.",1
"la verda es q no entiendo pq te pones asi por una tontería",0
"La configuración de CORS impide el acceso desde dominios no autorizados.",1
"El cuadro refleja la angustia existencial del pintor en su etapa de madurez.",0
"El protocolo de resolución de direcciones (ARP) asocia IPs con direcciones MAC.",1
"oye, ¿te has enterado de que cierran la panadería de la esquina?",0
"La orquestación de servicios en Kubernetes gestiona el escalado automático.",1
"A pesar de las dificultades, el proyecto salió adelante gracias al esfuerzo común.",0
"Se ha detectado un ataque de fuerza bruta contra el servicio de SSH.",1
"mañana te paso el contacto de la gestoría que me lleva los papeles.",0
"La computación en la niebla (fog computing) reduce el retardo de propagación.",1
"El paciente presenta una evolución favorable tras el tratamiento antibiótico.",0
"La serialización de datos en formato Protocol Buffers es altamente eficiente.",1
"¡¡¡ Qué ilusión me hace que vengas a verme este fin de semana !!!",0
"El entorno de ejecución de Node.js utiliza un modelo de E/S no bloqueante.",1
"La bolsa de valores ha experimentado una volatilidad extrema en la última sesión.",0
"La topología de red en estrella conecta todos los nodos a un concentrador central.",1
"vaya chufa de móvil, me ha durado la batería apenas cuatro horas.",0
"Se ha producido un error de segmentación (segfault) en el módulo de renderizado.",1
"El descubrimiento de la penicilina cambió el rumbo de la medicina moderna.",0
"La arquitectura de Von Neumann separa la unidad de proceso de la memoria.",1
"oye, pásame el número del seguro que me han dado un golpe en el coche.",0
"El aprendizaje por transferencia permite adaptar modelos a nuevos dominios.",1
"El aroma del café recién hecho me recuerda a los domingos en casa de mi abuela.",0
"La interfaz de bucle de retorno (loopback) utiliza la dirección IP 127.0.0.1.",1
"no veas qué lío de gente había hoy en el centro comercial, estaba petao.",0
"La sincronización de hilos se gestiona mediante el uso de semáforos y mutex.",1
"El equipo local se impuso por tres goles a uno en un partido vibrante.",0
"El registro de transacciones permite la recuperación ante fallos del sistema.",1
"pfff, qué pereza me da ponerme a estudiar con lo bien que se está aquí.",0
"La virtualización de almacenamiento permite agrupar discos físicos en volúmenes.",1
"El nuevo restaurante de comida fusión ha sido todo un éxito de crítica.",0
"El protocolo ICMP se utiliza para enviar mensajes de error y control en IP.",1
"mañana voy al dentista, a ver si me quitan ya la muela de una vez.",0
"La arquitectura orientada a servicios (SOA) fomenta la reutilización de código.",1
"El cielo estaba tan despejado que se podían ver perfectamente las estrellas.",0
"La segmentación de paquetes IP evita que superen la MTU de la red.",1
"¿te hace un cine esta tarde y luego cenamos por ahí?",0
"El despliegue de la aplicación se ha realizado en un entorno de staging.",1
"me mola mazo el nuevo diseño de la web, te ha quedado genial.",0
"La entropía de la información mide la incertidumbre de una fuente de datos.",1
"vaya tela con el examen de conducir, he suspendido por una tontería.",0
"La arquitectura de microservicios permite el escalado independiente de funciones.",1
"mañana te cuento lo de javi, que es para quedarse helado.",0
"El aprendizaje no supervisado agrupa los datos mediante algoritmos de clustering.",1
"¡Hostia! Se me ha olvidado que hoy había quedado con mi hermano.",0
"La firma digital garantiza la autenticidad e integridad de un documento.",1
"me voy al sobre, que mañana tengo que madrugar un montón.",0
"La computación de alto rendimiento (HPC) utiliza clústeres de superordenadores.",1
"¿sabes si el estanco abre los domingos por la mañana?",0
"La arquitectura de red definida por software (SDN) centraliza el control.",1
"vaya pedazo de concierto dieron ayer, fue algo increíble.",0
"El modelo OSI consta de siete capas, desde la física hasta la de aplicación.",1
"mañana te paso el bizum del regalo, que se me ha pasado por completo.",0
"La inteligencia de negocios permite visualizar KPIs en tiempo real.",1
"estoy flipando con lo que me has contado, no me lo esperaba para nada.",0
"La arquitectura sin servidor abstrae la gestión del sistema operativo.",1
"¿nos vemos en la puerta del sol a las ocho para las cañas?",0
"El protocolo DHCP asigna direcciones IP de forma dinámica a los clientes.",1
"venga, un abrazo y ya hablamos con más calma mañana.",0
"La arquitectura de Von Neumann es la base de la mayoría de ordenadores.",1
"me e dejao las llaves puestas por fuera, soy un despistado.",0
"La minería de datos permite identificar patrones de compra en clientes.",1
"vaya calor que hace hoy en madrid, no hay quien pare en la calle.",0
"La realidad aumentada combina elementos virtuales con el mundo real.",1
